iteration,prev_error,rel_improvement,no_improvement_counter,dtrans_norm,drot_abs,stop_reason,max_correspondence_distance,min_squared_error,n_points_true_data,n_points_new_data,scan_match_pose,true_pose,predicted_pose,timestamp
6,1.064639064962187,0.02283781708218124,0,0.0039023782315728063,[0.00042253],Transformation magnitude below threshold,0.8,15.0,576,121,"(3.241297808071271, 8.843557092149284, 3.0120622187287656)","(3.23858616210363, 8.830110799997495, 3.0161864611309643)","(3.2354226350614077, 8.843857092456911, 3.051322449483699)",63.32
3,1.110837053014437,0.5019047783249893,0,0.0031873379935966843,[0.00022353],Transformation magnitude below threshold,0.8,15.0,576,110,"(3.2377390365170715, 8.849298546322682, -3.0023506563513624)","(3.2376709708577938, 8.829942583785988, -3.013470252445548)","(3.2348535104539704, 8.843637565077893, -3.037035846852209)",63.81
3,1.1131049851265569,0.44150454885313767,0,1.4051096980432982e-05,[2.6718131e-06],Transformation magnitude below threshold,0.8,15.0,576,109,"(3.2381177220944477, 8.857437275472488, -2.735197625834122)","(3.2367994465177623, 8.829599176427715, -2.728025055611569)","(3.2369950876298854, 8.84909650850546, -2.7504764342139936)",64.3
3,1.1781555617880113,0.5803380905579574,0,0.005563299359214172,[0.00064929],Transformation magnitude below threshold,0.8,15.0,577,109,"(3.1885183737368745, 8.84432070805481, -2.582902521919942)","(3.186474220300749, 8.799362120538165, -2.5870113569585276)","(3.1921938353405817, 8.834097286207877, -2.6075646640282715)",64.8
3,1.0027521529050039,0.6454759784710221,0,0.015485193980696137,[0.00174607],Absolute error threshold reached,0.8,15.0,586,110,"(3.075441791421714, 8.774164929693317, -2.5835623372981367)","(3.078118601257598, 8.732144297304142, -2.586880790999892)","(3.079803332580307, 8.774747371194383, -2.561712386149463)",65.31
2,1.0660268203140324,0.9999999998933974,0,0.03704099875796601,[0.00456084],Absolute error threshold reached,0.8,15.0,593,111,"(2.9921641607469347, 8.735817157822858, -2.5811271806604026)","(2.9918457517987265, 8.678283421653301, -2.5852033022447634)","(2.9955010179355894, 8.724368980555068, -2.5854322500402493)",65.8
2,2.139588824435938,0.999999999786041,0,0.002766760426189556,[0.00040499],Transformation magnitude below threshold,0.8,15.0,594,111,"(2.994617319992915, 8.73764104666828, -2.1677174797174477)","(2.9905261527620004, 8.676777316599061, -2.1803525870563423)","(2.9736726309331423, 8.717562171170218, -2.144135939466788)",66.8
2,1.7180879006292873,0.9999999998281912,0,0.0001368888742079109,[1.2885115e-05],Transformation magnitude below threshold,0.8,15.0,596,111,"(2.9457469912583853, 8.628506224447941, -2.001882144176243)","(2.939415931957861, 8.56637011907445, -2.005306240015811)","(2.936451611741916, 8.635188185527484, -2.0065843571207873)",67.8
2,1.0833403410983955,0.999999999891666,0,0.0011612942485646253,[0.00011015],Transformation magnitude below threshold,0.8,15.0,604,109,"(2.889453148526978, 8.515443405868274, -2.0019053386614902)","(2.885744377480691, 8.450579083543087, -2.005410568479471)","(2.890433160567481, 8.508152184217087, -2.001315448317876)",68.3
2,1.094619707723801,0.999999999890538,0,0.002082068673157581,[7.58880548e-05],Transformation magnitude below threshold,0.8,15.0,609,108,"(2.8336635356424678, 8.404362917623756, -2.0022006115092648)","(2.8253495620786153, 8.320320763532647, -2.0055255941284287)","(2.8340293288190987, 8.394768270861524, -2.000777927235277)",68.8
2,2.032273789805107,0.9999999997967726,0,0.003066958822025424,[6.49748449e-05],Transformation magnitude below threshold,0.8,15.0,613,107,"(2.77848031510923, 8.27475814413312, -2.0024738112856286)","(2.771652885238641, 8.204541275741876, -2.0056247937956777)","(2.777252276840432, 8.28366381845274, -2.0138028029482267)",69.3
2,1.8743597879448624,0.999999999812564,0,0.13015752745435685,[0.01399202],Absolute error threshold reached,0.8,15.0,622,104,"(2.7225056635494194, 8.177837820299906, -2.0023918531364377)","(2.717944746936481, 8.088767101647557, -2.0057243109635468)","(2.7236529140365353, 8.153508925455153, -1.9884622422595728)",69.8
2,1.406567628263964,0.9999999998593432,0,0.002735125188740549,[3.65654331e-05],Transformation magnitude below threshold,0.8,15.0,628,103,"(2.666378787510848, 8.074647648732423, -2.002598052056077)","(2.6575091471736316, 7.958527685162809, -2.005839739683213)","(2.6674791183986164, 8.057131789088066, -1.9946541033997551)",70.3
2,1.7135694330730031,0.9999999998286431,0,0.08810820913687809,[0.00972894],Absolute error threshold reached,0.8,15.0,633,100,"(2.6123354541578823, 7.94160943464328, -2.00305972132531)","(2.603775912100134, 7.842765266278962, -2.0059437638529043)","(2.610673184734317, 7.9553594733016615, -2.012769109792217)",70.8
1,10000000000,,,,,Absolute error threshold reached,0.8,15.0,640,95,"(2.5553275706093737, 7.83239373614906, -2.00302365773992)","(2.550030733340754, 7.727008352365865, -2.0060457073732687)","(2.5566841013917707, 7.82044011663164, -1.999631233569675)",71.3
2,4.119738404751059,0.9999999995880262,0,0.2938370221471058,[0.03222075],Absolute error threshold reached,0.8,15.0,649,88,"(2.511912817860915, 7.786011628598922, -1.8001350337213646)","(2.49849374204049, 7.591748846391266, -1.7918022030249285)","(2.5192294729688722, 7.721527903808883, -1.7681209403003382)",71.8
2,5.715805977691993,0.9999999994284194,0,0.3975105972222016,[0.04486016],Absolute error threshold reached,0.8,15.0,653,79,"(2.5005941233649684, 7.748664976735958, -1.5375524865805013)","(2.4846285651169486, 7.464308983542002, -1.5386405447420917)","(2.5029676628555926, 7.668299038321612, -1.4931490549240036)",72.3
9,1.588816239967737,0.04627066912486994,0,0.009590340046511532,[0.00076121],Transformation magnitude below threshold,0.8,15.0,658,79,"(2.5075174453612616, 7.392674052059654, -1.6523495416667642)","(2.489249846422014, 7.336058149842819, -1.6430493467487044)","(2.4986105622772823, 7.607193146271922, -1.6320801113120793)",72.83
5,1.2388256464793599,0.17942851867760037,0,0.002561678231387977,[0.00030438],Transformation magnitude below threshold,0.8,15.0,686,79,"(2.481072629829017, 7.182910433275877, -1.9173069721428742)","(2.4609726518298123, 7.1969320727884005, -1.9289565465283425)","(2.480133652393624, 7.264269442089603, -1.9094713655720343)",73.32
9,1.6051136358793763,0.15273383534348617,0,0.007674991070683028,[0.00152467],Transformation magnitude below threshold,0.8,15.0,702,80,"(2.422324658875392, 7.08786903732976, -2.1238150995218517)","(2.4206404638983936, 7.111069263239575, -2.119366092622322)","(2.45059492020342, 7.112809332215512, -2.0445156489677516)",74.49
9,1.2815606794821057,0.1867556128732591,0,0.008158541388391937,[0.0025589],Transformation magnitude below threshold,0.8,15.0,727,81,"(2.2625513489994815, 6.924665353575295, -2.5852201583082457)","(2.251956474231972, 6.939522795190258, -2.6053200689467793)","(2.2830929248750387, 6.936386949204856, -2.5043459564583452)",74.77
2,1.5680209994738654,0.9999999998431979,0,0.03554390579652797,[0.00192725],Absolute error threshold reached,0.8,15.0,736,82,"(2.2022901090299056, 6.886117042888986, -2.745547495803837)","(2.186362343523311, 6.905544108607512, -2.7530096145357263)","(2.183156363380719, 6.883897833518995, -2.7492227534450584)",74.95
10,1.5934646178537517,0.11137146116319342,0,0.024391032626284944,[0.00597731],Max iterations reached,0.8,15.0,743,86,"(2.129753885996294, 6.843696651515429, -2.9694897226169186)","(2.0790208261341965, 6.873230033998221, -2.979615295392068)","(2.0828655977546764, 6.856792237127731, -3.056063838177484)",75.4
2,1.8079973848067974,0.9999999998192003,0,0.024992801942791,[0.00244673],Absolute error threshold reached,0.8,15.0,746,99,"(1.9650383204372832, 6.850235630742076, 3.094966362773729)","(1.942794294993055, 6.867010468460174, 3.095133899154053)","(2.0090880561034377, 6.836298027577262, 3.091966367841523)",75.84
6,1.2661910640533676,0.14991352686071654,0,0.00041680446014675555,[4.35152551e-07],Transformation magnitude below threshold,0.8,15.0,753,89,"(1.8203450482599481, 6.851293074242787, -2.94172106367613)","(1.8093015487641777, 6.85772700635892, -2.9250022126985056)","(1.8235708883142492, 6.837685814973719, -2.9180062130715356)",76.35
4,1.7515170457217182,0.14235332519427252,0,0.004847359836868389,[0.00138885],Transformation magnitude below threshold,0.8,15.0,758,84,"(1.7372344915494908, 6.8026606171774056, -2.694051800026621)","(1.6868751492780798, 6.815787206294952, -2.6657503701512435)","(1.694985624026355, 6.810359487542666, -2.7102344021460683)",76.83
5,1.7766221475876223,0.2829879680438757,0,0.006358638800880309,[0.00123047],Transformation magnitude below threshold,0.8,15.0,764,84,"(1.6174212165901622, 6.729621146353718, -2.4266370538084967)","(1.5734782268905831, 6.738883401338489, -2.396096733271801)","(1.6337968107811702, 6.736665349813865, -2.4533195317845005)",77.33
8,1.5637091949531452,0.237041303769675,0,0.0038612834720012736,[0.00085169],Transformation magnitude below threshold,0.8,15.0,772,85,"(1.5209266326673134, 6.621387016416176, -2.19917318738094)","(1.4885496352164298, 6.640557508306728, -2.2101893659845375)","(1.5214264084811415, 6.632335875374229, -2.2723988308840335)",77.86
1,10000000000,,,0.009500831965059665,[0.00049011],Transformation magnitude below threshold,0.8,15.0,776,88,"(1.4219372709516604, 6.527143345823244, -2.451761705495943)","(1.3980562185471315, 6.5441890458637895, -2.4723000845266365)","(1.4342206766493064, 6.529227186505266, -2.4522518182393442)",78.32
3,1.7344923776704595,0.4677793367374733,0,0.0042158809489301965,[0.00144939],Transformation magnitude below threshold,0.8,15.0,784,90,"(1.3092380010983555, 6.454583389764288, -2.4727056090832438)","(1.2902179446342552, 6.459267746925693, -2.475911487988385)","(1.3171987649763888, 6.441798230152172, -2.4639748047130356)",78.83
1,10000000000,,,0.006774537309157602,[0.00148745],Transformation magnitude below threshold,0.8,15.0,792,91,"(1.2055455826124895, 6.36913824020584, -2.4730392808160637)","(1.188808930028241, 6.379513153649907, -2.4758304408990974)","(1.202822112449792, 6.370367770185687, -2.47155183118245)",79.32
2,2.1979306479951726,0.9999999997802068,0,0.005246066293479852,[0.0006921],Transformation magnitude below threshold,0.8,15.0,799,92,"(1.1102821497147983, 6.285162953849944, -2.475566717604248)","(1.0843928039892947, 6.297382177428865, -2.475742930960505)","(1.1011890370929716, 6.2873001515548035, -2.480061481078398)",79.83
4,2.1971769159776655,0.2189836362909294,0,0.005033874411533793,[0.00076625],Transformation magnitude below threshold,0.8,15.0,800,94,"(0.9860443374800997, 6.205908416022627, -2.470630006672915)","(0.9769692564243575, 6.212874887949185, -2.475647959681651)","(1.0063556321539038, 6.201972837811082, -2.4575630027887856)",80.33
4,2.4344043278149496,0.3195188278802109,0,0.005866675956953765,[0.00104089],Transformation magnitude below threshold,0.8,15.0,800,96,"(0.9123289864523475, 6.11450983211785, -2.4808569935730613)","(0.8725669137951421, 6.130726170873456, -2.475559304368556)","(0.8819807917811311, 6.124935756104982, -2.490057730445492)",80.83
2,2.592034299618237,0.9999999997407967,0,0.003622489187102518,[3.41793144e-05],Transformation magnitude below threshold,0.8,15.0,800,95,"(0.8189827862544868, 6.026586866245957, -2.482937528712398)","(0.7681712608922617, 6.048568777174249, -2.4754705402662056)","(0.8086844264245924, 6.03427394239838, -2.4847772922643196)",81.32
2,2.0568616147770977,0.9999999997943139,0,0.005098327474960568,[0.0007967],Transformation magnitude below threshold,0.8,15.0,800,95,"(0.706770689361162, 5.944448231261172, -2.561873691232895)","(0.6650790534237953, 5.969841098284923, -2.5791642536424395)","(0.7047798293526047, 5.945412106547837, -2.564380805799596)",81.82
5,2.5735339588713937,0.14199195137238838,0,0.006861640393518581,[0.00111016],Transformation magnitude below threshold,0.8,15.0,800,95,"(0.537654809933458, 5.910598791081311, -2.674300357644116)","(0.543402607680098, 5.905899407434624, -2.686560987634089)","(0.5881906247336439, 5.875274811822147, -2.6651411365136806)",82.35
3,2.560484407080433,0.16973292332019868,0,0.00502658920295856,[0.00146108],Transformation magnitude below threshold,0.8,15.0,800,95,"(0.421543139312924, 5.849987293689768, -2.6751621442325093)","(0.42758471153267974, 5.849140343226367, -2.6863981383653064)","(0.4162897744576656, 5.848868356828555, -2.667822429106448)",82.83
4,2.544220072627108,0.07357910408967341,0,0.0027301824144156796,[0.00133674],Transformation magnitude below threshold,0.8,15.0,800,96,"(0.30843196000255413, 5.790354232989543, -2.675691148606544)","(0.3048846214507192, 5.788996145867075, -2.6862150842323005)","(0.3022912497214211, 5.789383081371012, -2.667645665654481)",83.33
1,10000000000,,,0.008721495468867236,[0.0010282],Transformation magnitude below threshold,0.8,15.0,800,96,"(0.19297751088665555, 5.733447321669674, -2.679790202222912)","(0.18908501045522622, 5.732197675600103, -2.686048494956242)","(0.1903568717910702, 5.731362396500552, -2.680818406635762)",83.81
1,10000000000,,,0.0071408685296225,[0.00101275],Transformation magnitude below threshold,0.8,15.0,800,97,"(0.07660752981879901, 5.679317728864547, -2.6763864830581383)","(0.06632964404760769, 5.671975594645141, -2.6904548500079333)","(0.07666338960225, 5.675237462761233, -2.6753737336257544)",84.31
2,2.8377516924211035,0.9999999997162249,0,0.0019498958531116919,[0.00056723],Transformation magnitude below threshold,0.8,15.0,800,108,"(-0.05276975556702354, 5.620136943465336, -2.918236523236617)","(-0.05589618587541362, 5.628630420672236, -2.948067695691097)","(-0.04730485372517228, 5.6345187730501705, -2.912967045839262)",84.82
2,2.336316445991985,0.9999999997663683,0,0.006061173866244006,[0.00061201],Transformation magnitude below threshold,0.8,15.0,800,115,"(-0.18014217958007803, 5.60684745425132, -3.049293122600955)","(-0.19189639157776753, 5.612932755390037, -3.055129404302342)","(-0.19024826251495117, 5.598446738728432, -3.0519853074156384)",85.32
2,2.3733036720755756,0.9999999997626695,0,0.004451689516863321,[0.00073703],Transformation magnitude below threshold,0.8,15.0,800,115,"(-0.31713642163754424, 5.594783188045253, -3.0463128813574483)","(-0.32040955397937926, 5.6017644895807175, -3.0548040386761803)","(-0.3144979417867333, 5.594054977922085, -3.044037609359178)",85.82
1,10000000000,,,0.0017804127419562112,[2.00334903e-05],Transformation magnitude below threshold,0.8,15.0,800,116,"(-0.44736550963911853, 5.583862465283123, -3.0486264850479974)","(-0.45657005483690416, 5.589893720298619, -3.054460931914585)","(-0.44848069030077253, 5.582382711083108, -3.048606451557692)",86.32
1,10000000000,,,0.00705977943117774,[0.00020732],Transformation magnitude below threshold,0.8,15.0,800,117,"(-0.5749137713624654, 5.567693287271477, -3.0500513515938046)","(-0.5889006409827293, 5.578308018339171, -3.0541302648925313)","(-0.5796956858520345, 5.57163359551027, -3.0502586702213126)",86.81
2,2.4873928233401705,0.9999999997512607,0,0.005563332588776443,[0.00032499],Transformation magnitude below threshold,0.8,15.0,800,118,"(-0.6950414247859505, 5.552958205761857, -3.0524361605201826)","(-0.7212272890120026, 5.566678580974845, -3.053796740986182)","(-0.7066073707895096, 5.5558821410174115, -3.054239462424144)",87.35
1,10000000000,,,0.003825747002984119,[0.00061301],Transformation magnitude below threshold,0.8,15.0,800,118,"(-0.8262684306005984, 5.53893275865828, -3.0501825761749863)","(-0.8497249875275664, 5.555339467921817, -3.0534724389876042)","(-0.8268226772072027, 5.54098740548567, -3.049569563645481)",87.82
1,10000000000,,,0.0065909599821867716,[3.76576538e-05],Transformation magnitude below threshold,0.8,15.0,800,119,"(-0.9544074007890266, 5.525579971784644, -3.053274852577053)","(-0.9820439251723029, 5.543623156411043, -3.053138121943302)","(-0.9610891405049193, 5.526781960683071, -3.053237194923223)",88.31
2,2.030227947139306,0.9999999997969772,0,0.009037681496294036,[0.0017341],Transformation magnitude below threshold,0.8,15.0,800,120,"(-1.0852638682552258, 5.50799265256026, -3.0534811143544607)","(-1.1143589582510929, 5.5318618896020295, -3.05280686161702)","(-1.0874674843085634, 5.513565169023997, -3.0498067373995017)",88.82
2,2.8855817326612345,0.9999999997114418,0,0.0038905673046945822,[0.00012528],Transformation magnitude below threshold,0.8,15.0,800,121,"(-1.2068047711540861, 5.492575105298391, -3.0595177550084114)","(-1.2504946454188104, 5.519718980911028, -3.052465970809545)","(-1.216329171075217, 5.496979206527087, -3.0620376509778335)",89.33
2,2.4101432325235406,0.9999999997589857,0,0.00020058410962109325,[5.69162907e-06],Transformation magnitude below threshold,0.8,15.0,800,121,"(-1.3358732685499626, 5.4875070412558955, -3.0580309361838225)","(-1.3790698490248248, 5.508200313022691, -3.0506002217712096)","(-1.3345754284879219, 5.482077713353273, -3.0597196097654185)",89.82
4,2.8190518733485663,0.22563489473541287,0,0.00504014361096788,[0.00014556],Transformation magnitude below threshold,0.8,15.0,800,111,"(-1.4939273065272674, 5.471134510989819, -2.802822872828562)","(-1.5104775925578904, 5.481241563530432, -2.789590702430468)","(-1.4704191628458065, 5.458111484161246, -2.794954764888447)",90.33
6,3.6942517136575104,0.17443790553965252,0,0.009015767687779775,[0.00106882],Transformation magnitude below threshold,0.8,15.0,800,100,"(-1.624909667857639, 5.420650544289846, -2.533868597002393)","(-1.632531382230007, 5.419020416042578, -2.5198543447435156)","(-1.6208550481989852, 5.40257079993813, -2.4898186246897116)",90.84
4,2.6620597576227403,0.18763809153745536,0,0.00968217271312455,[0.00166156],Transformation magnitude below threshold,0.8,15.0,800,94,"(-1.6954348006731053, 5.356417548890877, -2.421060733073223)","(-1.7353155456582054, 5.332581142532848, -2.417640175335633)","(-1.7317431518832136, 5.338360763549997, -2.4366302660073456)",91.33
2,2.400478579909538,0.9999999997599521,0,0.0021976419125201586,[0.0005865],Transformation magnitude below threshold,0.8,15.0,800,95,"(-1.8040334444661792, 5.26914000096113, -2.418592342523758)","(-1.8319173020033375, 5.247042982960111, -2.417578483398297)","(-1.7969648498144697, 5.267424034906887, -2.4227396976399445)",91.81
2,2.858233383498179,0.9999999997141767,0,0.005780287868955988,[0.00112471],Transformation magnitude below threshold,0.8,15.0,800,95,"(-1.9009869624085722, 5.172612230674532, -2.4206056348093203)","(-1.9313839915501732, 5.158958664648793, -2.417510298406963)","(-1.905420422795158, 5.180249450705755, -2.424957769752778)",92.31
3,2.0962933481512502,0.25524250050394864,0,0.005222498400509843,[0.00112909],Transformation magnitude below threshold,0.8,15.0,800,95,"(-2.001918613304394, 5.057696220167295, -2.3877129716040595)","(-2.034511849448549, 5.0669679358239925, -2.3612866963320944)","(-1.9987085524065822, 5.082846321698423, -2.3765987204268053)",92.81
6,2.2553719448648653,0.24320938303541234,0,0.006266019242830113,[0.00155869],Transformation magnitude below threshold,0.8,15.0,800,88,"(-2.0905015173068304, 5.006303458501683, -2.1261717649511604)","(-2.115715788135054, 4.96550025523376, -2.1023032478386345)","(-2.0780695495657397, 4.9684661629034865, -2.1668349506800624)",93.33
1,10000000000,,,0.009602731351824469,[0.00011634],Transformation magnitude below threshold,0.8,15.0,800,87,"(-2.1527047166283837, 4.884665139358159, -1.8558834866600027)","(-2.170580798324667, 4.8394604775861, -1.8378083554936155)","(-2.143191325005261, 4.888408011925421, -1.8559998223030052)",93.8
1,10000000000,,,0.006832869093315148,[0.00071836],Transformation magnitude below threshold,0.8,15.0,800,87,"(-2.1861496964873246, 4.747450278689247, -1.8347839082303303)","(-2.2046626601540953, 4.714324872174478, -1.8365716937890804)","(-2.189819605137221, 4.752706528813508, -1.8340655484319812)",94.31
1,10000000000,,,0.00936180809978441,[0.00050021],Transformation magnitude below threshold,0.8,15.0,800,86,"(-2.2153086042933934, 4.618827748786909, -1.8650847840132518)","(-2.2412017097928945, 4.581817574729674, -1.89269453680884)","(-2.2220725048308143, 4.622236567863497, -1.8655849927661703)",94.8
4,2.298230663396198,0.2549007149886872,0,0.009876283259424672,[0.00198581],Transformation magnitude below threshold,0.8,15.0,800,86,"(-2.2720680070383983, 4.505798774743141, -2.1312682935969067)","(-2.2951814030746416, 4.465948921159051, -2.151825241961697)","(-2.2725273355896523, 4.4964915659881575, -2.1514867480817204)",95.32
4,2.4139840017481675,0.1517802308105257,0,0.0065098099875407585,[0.00191546],Transformation magnitude below threshold,0.8,15.0,800,90,"(-2.3597258753102657, 4.430369071940273, -2.2535357468152446)","(-2.3793869030602623, 4.357447287748839, -2.259222882370849)","(-2.3523788825921215, 4.396873873239792, -2.280977728597813)",95.81
4,1.7147662120656335,0.25060066166557443,0,0.005754235055190262,[0.00042795],Transformation magnitude below threshold,0.8,15.0,800,86,"(-2.4341570628364266, 4.249257022109086, -2.174979657564203)","(-2.4631180136824398, 4.25175299583519, -2.1499413761221127)","(-2.437319978282823, 4.323896204855052, -2.147605104698741)",96.32
3,1.4919644425598018,0.15537041427351575,0,5.265411319575214e-05,[1.0210607e-05],Transformation magnitude below threshold,0.8,15.0,800,85,"(-2.5040677517110037, 4.125313034642721, -2.0449251242385342)","(-2.52576387643145, 4.137735016842904, -2.047522201722805)","(-2.5029558629426596, 4.133578643465455, -2.0397018295406064)",96.82
3,2.070540232152017,0.1741360663960176,0,0.004739892555006826,[0.00067278],Transformation magnitude below threshold,0.8,15.0,800,85,"(-2.5557492054521234, 4.010836846218439, -2.0537975334967378)","(-2.5884615210529933, 4.016172532110067, -2.0476016534215975)","(-2.5657501859264564, 4.00769289578812, -2.0626530374663754)",97.32
3,1.355761659687561,0.2609230055702688,0,0.004940235397866863,[0.00108257],Transformation magnitude below threshold,0.8,15.0,800,84,"(-2.6203812485086186, 3.888043448160542, -1.9658769290915075)","(-2.646412278070199, 3.8995022403373696, -1.9438651959891475)","(-2.613239781102517, 3.8874167340682595, -1.9596454152578557)",97.82
4,3.1834480101514173,0.06986553384807102,0,0.006177219776097272,[0.00108508],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.6156662714265786, 3.7222377622283798, -1.7346470918803336)","(-2.680810110596795, 3.76648869552763, -1.6749315095929607)","(-2.657687544884417, 3.759034025526509, -1.738708184127726)",98.33
5,3.581970832531202,0.11360472053750482,0,0.009935923847963957,[0.00248011],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.5933289477117984, 3.573832676977258, -1.6142955060789705)","(-2.6844741887817403, 3.6360907605912622, -1.5726999266584256)","(-2.6304047614629646, 3.5905640820845965, -1.629881488745016)",98.83
1,10000000000,,,0.008807924669076856,[0.00290129],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.6052817901607153, 3.4402647987638373, -1.614791426234359)","(-2.6847295378435403, 3.5032265387296877, -1.5727420920636206)","(-2.599381590417923, 3.440009293877504, -1.6176927193164494)",99.32
2,4.539750391266177,0.9999999995460249,0,0.005390207566061475,[0.00292224],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.596981798129193, 3.3047939659269345, -1.6187508582001953)","(-2.684990507572024, 3.3703622393535424, -1.5727854713023175)","(-2.6115086983457507, 3.313580795228382, -1.62502831965518)",99.82
2,3.1323100653880065,0.9999999996867689,0,0.009626769347552067,[0.00284069],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.611031595614959, 3.1672669724540055, -1.603965813844502)","(-2.685257274143288, 3.237497889822681, -1.5728302187780425)","(-2.602775505077719, 3.1747803841364513, -1.6119075127262172)",100.32
5,2.3507912859007334,0.08358181985428863,0,0.007262986670345033,[0.00117914],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.6266996693938482, 3.0495897379641552, -1.5943603605500696)","(-2.6855373547397554, 3.1007944696428065, -1.5728776995114344)","(-2.6154988878744216, 3.0373086572639583, -1.6063493980658572)",100.84
1,10000000000,,,0.007166944508038333,[0.00045875],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.6285632057169495, 2.919485331452478, -1.5934100105857916)","(-2.685816430659479, 2.967929966722618, -1.572924898570231)","(-2.6298613266582023, 2.914026967582385, -1.593868758123505)",101.32
2,3.410458878197619,0.999999999658954,0,0.007779917547513517,[0.00188813],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.6180124427789826, 2.761084112507193, -1.6033345874762777)","(-2.686101893116479, 2.8350654004439666, -1.5729732552772053)","(-2.632755481447208, 2.783598229611038, -1.6098654130507846)",101.82
5,2.2919506859278047,0.04329639793948826,0,0.008087486639091602,[0.00147773],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.630643037506279, 2.6542956115371346, -1.5935642213510464)","(-2.686385995502365, 2.7060396579858113, -1.5730213228256542)","(-2.6224157186577797, 2.632353291621418, -1.6066419973596957)",102.33
1,10000000000,,,0.006725391423012789,[0.00018466],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.6370879474101954, 2.528399907212085, -1.7261217771023296)","(-2.6916048684621057, 2.572620640262292, -1.7297140699143203)","(-2.6423368491278008, 2.5231839507561804, -1.7259371152570837)",102.82
2,1.9442735775331832,0.9999999998055727,0,0.005964188465122315,[0.00091751],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.6827226731411242, 2.404790245087222, -1.7942308101256692)","(-2.7196023708003576, 2.4371823580161607, -1.784360788723213)","(-2.6622470575235084, 2.397726280393204, -1.7958838197593399)",103.32
1,10000000000,,,0.004483339074669736,[0.00051319],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.7169594707717595, 2.2747014681710294, -1.7916486894269132)","(-2.7477514554134546, 2.307274419271187, -1.7845912008159803)","(-2.7125186748746137, 2.2730316218438884, -1.7921618748878645)",103.82
1,10000000000,,,0.009976672569487335,[0.00098455],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.7392507932329164, 2.14825249401918, -1.7966332860145249)","(-2.775930382606054, 2.1773733576263385, -1.784822264147706)","(-2.74611929962207, 2.1466118102571983, -1.797617832695774)",104.31
1,10000000000,,,0.007560122779556974,[0.00082351],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.7734444710004333, 2.022962167085267, -1.7926913341607695)","(-2.803327885692013, 2.0512322720171667, -1.7850575262651023)","(-2.76890592059288, 2.018251942884881, -1.7935148405985712)",104.81
1,10000000000,,,0.002432868673535229,[0.00067945],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.80048175404859, 1.8900983116443315, -1.7929548681212095)","(-2.8315671372459605, 1.9213439940770496, -1.785293321322817)","(-2.8040237315224195, 1.887290414643058, -1.7922754225428428)",105.31
2,1.9871809199850692,0.999999999801282,0,0.005512032758939479,[0.00103707],Transformation magnitude below threshold,0.8,15.0,800,83,"(-2.8256403891082784, 1.7656282320828642, -1.7957535150580572)","(-2.860650378639599, 1.787708911368716, -1.7855253991553444)","(-2.8303388806204803, 1.7603200545760809, -1.800893518207313)",105.82
1,10000000000,,,0.00992423331779263,[0.00228269],Transformation magnitude below threshold,0.8,15.0,800,82,"(-2.849525212702755, 1.6331834111487327, -1.8005336919233839)","(-2.8881360865137577, 1.6615863402615028, -1.7857557119389822)","(-2.8554537617461166, 1.6374260712676572, -1.8028163833468094)",106.32
2,1.9537322937661614,0.9999999998046268,0,0.0052686265023405565,[0.00102952],Transformation magnitude below threshold,0.8,15.0,800,82,"(-2.876156724800707, 1.5136686562129233, -1.8017265096798696)","(-2.9164652011891863, 1.5317176577933975, -1.7859860062521185)","(-2.8789322915941553, 1.5088137330699871, -1.8054282200827334)",106.82
3,1.8608209278308916,0.19818106469395017,0,0.0028107383852811916,[0.00054501],Transformation magnitude below threshold,0.8,15.0,800,82,"(-2.897649404930369, 1.4106279640205173, -1.800222942113528)","(-2.939966389405113, 1.4240751678206285, -1.7861723846479771)","(-2.9020035362785976, 1.4056628932360056, -1.8096502252992273)",107.95
2,2.7303259720793154,0.9999999997269674,0,0.005337558383513304,[0.00387389],Transformation magnitude below threshold,0.8,15.0,800,82,"(-2.9456416891397255, 1.1879068050899735, -1.8017206895607916)","(-2.987670336568084, 1.205919350872916, -1.7865661006609566)","(-2.9477522557698945, 1.2020592545052204, -1.8128799987889719)",108.17
4,1.3397289782497994,0.05790592484333251,0,0.008120808381410504,[0.00151047],Transformation magnitude below threshold,0.8,15.0,800,82,"(-2.9743289732054787, 1.1308881298811444, -1.7881738247825958)","(-3.001635042055121, 1.1421505549156639, -1.7866867909948554)","(-2.9637490203937005, 1.1100182598412875, -1.7967121621163715)",108.42
